DataAcc	SpecAcc	Age	RunID	ZTime	gtype	light	temp	sampleID	header_	ZTime_int	fname_	date	genome	tophatOpt	trimmoOpt	type	bname	sampleCode	mapped_reads	total_reads	runID
2_16R_08-arp6-1	Ath			ZT20	arp6-1		22C			20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_16R_08_rna-seq_20141101_arp6-1_22C_ZT-4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_17R_08-arp6-1	Ath			ZT22	arp6-1		22C			22	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_22C_BGI_20141101_20141225/2_17R_08_rna-seq_20141101_arp6-1_22C_ZT-2_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_26R_08-arp6-1	Ath			ZT0	arp6-1		27C			0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_26R_08_rna-seq_20141101_arp6-1_27C_ZT0_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_27R_08-arp6-1	Ath			ZT1	arp6-1		27C			1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_27R_08_rna-seq_20141101_arp6-1_27C_ZT1_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_28R_08-arp6-1	Ath			ZT4	arp6-1		27C			4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_28R_08_rna-seq_20141101_arp6-1_27C_ZT4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_29R_08-arp6-1	Ath			ZT8	arp6-1		27C			8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_29R_08_rna-seq_20141101_arp6-1_27C_ZT8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_30R_08-arp6-1	Ath			ZT12	arp6-1		27C			12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_30R_08_rna-seq_20141101_arp6-1_27C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_31R_08-arp6-1	Ath			ZT16	arp6-1		27C			16	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_31R_08_rna-seq_20141101_arp6-1_27C_ZT-8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_24R_08-arp6-1	Ath			ZT20	arp6-1		27C			20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_24R_08_rna-seq_20141101_arp6-1_27C_ZT-4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_25R_08-arp6-1	Ath			ZT22	arp6-1		27C			22	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_arp6-1_27C_BGI_20141101_20141227/2_25R_08_rna-seq_20141101_arp6-1_27C_ZT-2_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_32R_03-col	Ath			ZT12	col		22C			12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_extra_Col_Ler_20141101/2_32R_03_rna-seq_20141101_col_22C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
syno1-001R-3-col	Ath			ZT0	col		27C			0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_col_27c_BGI_20140331_lane2/Mapped/syno1-001R/rna-seq_201404_col_ZT0-27c_trimmo_paired_2_10_5_1_tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count.clean	201404.0	TAIR10_ensembl	tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count	trimmo_paired_2_10_5_1	rna-seq					
syno1-001R-4-col	Ath			ZT4	col		27C			4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_col_27c_BGI_20140331_lane2/Mapped/syno1-001R/rna-seq_201404_col_ZT4-27c_trimmo_paired_2_10_5_1_tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count.clean	201404.0	TAIR10_ensembl	tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count	trimmo_paired_2_10_5_1	rna-seq					
syno1-001R-5-col	Ath			ZT8	col		27C			8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_col_27c_BGI_20140331_lane2/Mapped/syno1-001R/rna-seq_201404_col_ZT8-27c_trimmo_paired_2_10_5_1_tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count.clean	201404.0	TAIR10_ensembl	tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count	trimmo_paired_2_10_5_1	rna-seq					
syno1-001R-0-col	Ath			ZT12	col		27C			12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_col_27c_BGI_20140331_lane2/Mapped/syno1-001R/rna-seq_201404_col_ZT-12-27c_trimmo_paired_2_10_5_1_tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count.clean	201404.0	TAIR10_ensembl	tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count	trimmo_paired_2_10_5_1	rna-seq					
syno1-001R-2-col	Ath			ZT16	col		27C			16	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_col_27c_BGI_20140331_lane2/Mapped/syno1-001R/rna-seq_201404_col_ZT-8-27c_trimmo_paired_2_10_5_1_tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count.clean	201404.0	TAIR10_ensembl	tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count	trimmo_paired_2_10_5_1	rna-seq					
syno1-001R-1-col	Ath			ZT20	col		27C			20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_col_27c_BGI_20140331_lane2/Mapped/syno1-001R/rna-seq_201404_col_ZT-4-27c_trimmo_paired_2_10_5_1_tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count.clean	201404.0	TAIR10_ensembl	tophat_TAIR10_ensembl_nomixed_sorted_rmdup_picard.stringtie.count	trimmo_paired_2_10_5_1	rna-seq					
181RS23	Ath	adult	181R	ZT12	elf3		27C	S23		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-871-elf3-ZT12-27C-adult_S23_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-d15bc1c4-3876-48a0-ad18-1c6018779a74_output-folder/star_out/181R-Q-871-elf3-ZT12-27C-adult_S23.fastq.gz/read_counts.tsv						181R-Q-871-elf3-ZT12-27C-adult_S23	871.0	10957307.0	11864903.0	181R
183RS1	Ath	unknown	183R	ZT8	elf3		12C	S1		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-elf3-ZT8-12C_S1_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-3ce9a5eb-61a6-410f-b053-5ddcd1362fd7_output-folder/star_out/183RQ-elf3-ZT8-12C_S1.fastq.gz/read_counts.tsv						183RQ-elf3-ZT8-12C_S1		27384074.0	30644638.0	183R
183RS22	Ath	unknown	183R	ZT12	elf3		12C	S22		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-elf3-ZT8-27C_S22_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a44a21af-4f99-4e7d-bef6-4d0184c2141a_output-folder/star_out/183RQ-elf3-ZT8-27C_S22.fastq.gz/read_counts.tsv						183RQ-elf3-ZT12-12C_S22		15927122.0	17215511.0	183R
178RS1	Ath	unknown	178R	ZT8	elf3		22C	S1		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-721-elf3-1-ZT8-22C_S1_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-5dedeca2-57de-40e1-b787-4f4d99b085c0_output-folder/star_out/178R-721-elf3-1-ZT8-22C_S1.fastq.gz/read_counts.tsv						178R-721-elf3-1-ZT8-22C_S1	721.0	11895018.0	13730348.0	178R
178RS13	Ath	unknown	178R	ZT12	elf3		22C	S13		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-733-elf3-1-ZT12-22C_S13_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-63362607-e334-46d1-b6d2-3a83f217642a_output-folder/star_out/178R-733-elf3-1-ZT12-22C_S13.fastq.gz/read_counts.tsv						178R-733-elf3-1-ZT12-22C_S13	733.0	18672.0	24061.0	178R
181RS3	Ath	unknown	181R	ZT8	elf3		22C	S3		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-851-elf3-ZT8-22C_S3_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-373e33b8-4982-4fce-bcc2-e9d71715ce55_output-folder/star_out/181R-Q-851-elf3-ZT8-22C_S3.fastq.gz/read_counts.tsv						181R-Q-851-elf3-ZT8-22C_S3	851.0	19977822.0	21587710.0	181R
181RS13	Ath	unknown	181R	ZT12	elf3		22C	S13		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-861-elf3-ZT12-22C_S13_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-485e9d89-5f47-4a43-beca-656bb71f073f_output-folder/star_out/181R-Q-861-elf3-ZT12-22C_S13.fastq.gz/read_counts.tsv						181R-Q-861-elf3-ZT12-22C_S13	861.0	14321585.0	15785499.0	181R
177RS3	Ath	unknown	177R	ZT12	elf3		27C	S3		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-739-elf3-1-ZT12-27C_S3_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-099891b8-bf7c-4d85-b4b7-838973029cb3_output-folder/star_out/177R-739-elf3-1-ZT12-27C_S3.fastq.gz/read_counts.tsv						177R-739-elf3-1-ZT12-27C_S3	739.0	10640719.0	13315520.0	177R
178RS7	Ath	unknown	178R	ZT8	elf3		27C	S7		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-727-elf3-1-ZT8-27C_S7_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-e398f6b6-d25b-4549-ac65-5bce1a66ad2f_output-folder/star_out/178R-727-elf3-1-ZT8-27C_S7.fastq.gz/read_counts.tsv						178R-727-elf3-1-ZT8-27C_S7	727.0	9497311.0	10487622.0	178R
183RS12	Ath	unknown	183R	ZT8	elf3		27C	S12		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/183R_Q/183RQ-183RQ-elf3-ZT8-27C_S12_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1f8989b0-a351-4810-8fb1-a9eb36daa619_output-folder/star_out/183RQ-elf3-ZT8-27C_S12.fastq.gz/read_counts.tsv						183RQ-elf3-ZT8-27C_S12		24777362.0	27073206.0	183R
184RS9	Ath	unknown	184R	ZT12	elf3		27C	S9		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/184R_Q/184RQ-184R-Q-909-elf3-1-ZT12-27_S9_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f80128c1-9225-4e6b-88a8-c2f8c0e9facb_output-folder/star_out/184R-Q-909-elf3-1-ZT12-27_S9.fastq.gz/read_counts.tsv						184R-Q-909-elf3-1-ZT12-27C_S9	909.0	23252896.0	25264372.0	184R
181RS8	Ath	unknown	181R	ZT8	elf3		27C	S8		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-856-elf3-ZT8-27C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-b5e97938-b698-4d27-8685-1bc4f2ebb3c6_output-folder/star_out/181R-Q-856-elf3-ZT8-27C_S8.fastq.gz/read_counts.tsv						181R-Q-856-elf3-ZT8-27C_S8	856.0	20102534.0	23515133.0	181R
181RS18	Ath	unknown	181R	ZT12	elf3		27C	S18		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/181R_Q/181RQ-181R-Q-866-elf3-ZT12-27C_S18_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-c55ec37b-2ece-40b0-82ff-124e87db460e_output-folder/star_out/181R-Q-866-elf3-ZT12-27C_S18.fastq.gz/read_counts.tsv						181R-Q-866-elf3-ZT12-27C_S18	866.0	737925.0	929585.0	181R
178RS4	Ath	unknown	178R	ZT8	elf3 x ELF4-ox		22C	S4		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-724-elf3-1-x-ELF4-ox-1463-ZT8-22C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-6e11ee3d-b791-4043-aa14-e87af273edcc_output-folder/star_out/178R-724-elf3-1-x-ELF4-ox-1463-ZT8-22C_S4.fastq.gz/read_counts.tsv						178R-724-elf3-1-x-ELF4-ox-1463-ZT8-22C_S4	724.0	9740934.0	10626741.0	178R
178RS16	Ath	unknown	178R	ZT12	elf3 x ELF4-ox		22C	S16		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-736-elf3-1-x-ELF4-ox-1463-ZT12-22C_S16_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-7a6d125d-36f5-46fc-bff1-48aed902137e_output-folder/star_out/178R-736-elf3-1-x-ELF4-ox-1463-ZT12-22C_S16.fastq.gz/read_counts.tsv						178R-736-elf3-1-x-ELF4-ox-1463-ZT12-22C_S16	736.0	14716427.0	16177064.0	178R
177RS6	Ath	unknown	177R	ZT12	elf3 x ELF4-ox		27C	S6		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-742-elf3-1-x-ELF4-ox-1463-ZT12-27C_S6_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-96cbf347-4eaf-402c-9e37-00c41186f71e_output-folder/star_out/177R-742-elf3-1-x-ELF4-ox-1463-ZT12-27C_S6.fastq.gz/read_counts.tsv						177R-742-elf3-1-x-ELF4-ox-1463-ZT12-27C_S6	742.0	15255659.0	17397603.0	177R
178RS10	Ath	unknown	178R	ZT8	elf3 x ELF4-ox		27C	S10		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-730-elf3-1-x-ELF4-ox-1463-ZT8-27C_S10_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-e4266977-aa66-426f-9bfc-82c371f1f000_output-folder/star_out/178R-730-elf3-1-x-ELF4-ox-1463-ZT8-27C_S10.fastq.gz/read_counts.tsv						178R-730-elf3-1-x-ELF4-ox-1463-ZT8-27C_S10	730.0	16608001.0	18364449.0	178R
178RS2	Ath	unknown	178R	ZT8	elf4		22C	S2		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-722-elf4-2-ZT8-22C_S2_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-e10f8e72-04b6-4e26-8143-8b75eea5dbd6_output-folder/star_out/178R-722-elf4-2-ZT8-22C_S2.fastq.gz/read_counts.tsv						178R-722-elf4-2-ZT8-22C_S2	722.0	13003363.0	14569050.0	178R
178RS14	Ath	unknown	178R	ZT12	elf4		22C	S14		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-734-elf4-2-ZT12-22C_S14_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-f21ab8ca-94d7-4fe2-bbe4-5be3e3b92b40_output-folder/star_out/178R-734-elf4-2-ZT12-22C_S14.fastq.gz/read_counts.tsv						178R-734-elf4-2-ZT12-22C_S14	734.0	21173507.0	23160645.0	178R
177RS4	Ath	unknown	177R	ZT12	elf4		27C	S4		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-740-elf4-2-ZT12-27C_S4_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-1f87027e-bb74-4bc5-989c-e326dcf743a1_output-folder/star_out/177R-740-elf4-2-ZT12-27C_S4.fastq.gz/read_counts.tsv						177R-740-elf4-2-ZT12-27C_S4	740.0	13050691.0	14361143.0	177R
178RS8	Ath	unknown	178R	ZT8	elf4		27C	S8		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-728-elf4-2-ZT8-27C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-a2f56dcf-be62-4c36-854e-ed3c59ddac36_output-folder/star_out/178R-728-elf4-2-ZT8-27C_S8.fastq.gz/read_counts.tsv						178R-728-elf4-2-ZT8-27C_S8	728.0	11474315.0	12508681.0	178R
177RS2	Ath	unknown	177R	ZT12	elf4 x ELF3-ox		22C	S2		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-738-elf4-2-x-ELF3-ox-1481-ZT12-22C_S2_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-99051bd6-c69e-4887-922d-680060027349_output-folder/star_out/177R-738-elf4-2-x-ELF3-ox-1481-ZT12-22C_S2.fastq.gz/read_counts.tsv						177R-738-elf4-2-x-ELF3-ox-1481-ZT12-22C_S2	738.0	10592876.0	12857801.0	177R
178RS6	Ath	unknown	178R	ZT8	elf4 x ELF3-ox		22C	S6		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-726-elf4-2-x-ELF3-ox-1481-ZT8-22C_S6_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-048d5b60-f191-459a-b00f-9774298b1358_output-folder/star_out/178R-726-elf4-2-x-ELF3-ox-1481-ZT8-22C_S6.fastq.gz/read_counts.tsv						178R-726-elf4-2-x-ELF3-ox-1481-ZT8-22C_S6	726.0	13945673.0	14865249.0	178R
177RS8	Ath	unknown	177R	ZT12	elf4 x ELF3-ox		27C	S8		12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/177R_Q/177RQ-177R-744-elf4-2-x-ELF3-ox-1481-ZT12-27C_S8_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-d220b58f-618e-4eee-9a27-3d4c4dbb2982_output-folder/star_out/177R-744-elf4-2-x-ELF3-ox-1481-ZT12-27C_S8.fastq.gz/read_counts.tsv						177R-744-elf4-2-x-ELF3-ox-1481-ZT12-27C_S8	744.0	15952118.0	17682840.0	177R
178RS12	Ath	unknown	178R	ZT8	elf4 x ELF3-ox		27C	S12		8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/178R_Q/178R-732-elf4-2-x-ELF3-ox-1481-ZT8-27C_S12_fastq_gz-A_thaliana__TAIR10__Lexogen_QuantSeq_2_2_3_FWD-8fd8d111-fde3-4317-b3ca-505a3f82c2ea_output-folder/star_out/178R-732-elf4-2-x-ELF3-ox-1481-ZT8-27C_S12.fastq.gz/read_counts.tsv						178R-732-elf4-2-x-ELF3-ox-1481-ZT8-27C_S12	732.0	14278840.0	15433435.0	178R
2_18R_03-hos1-3	Ath			ZT0	hos1-3		22C			0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_22C_BGI_20141101_20141229/2_18R_03_rna-seq_20141101_hos1-3_22C_ZT0_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_19R_03-hos1-3	Ath			ZT1	hos1-3		22C			1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_22C_BGI_20141101_20141229/2_19R_03_rna-seq_20141101_hos1-3_22C_ZT1_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_20R_03-hos1-3	Ath			ZT4	hos1-3		22C			4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_22C_BGI_20141101_20141229/2_20R_03_rna-seq_20141101_hos1-3_22C_ZT4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_21R_03-hos1-3	Ath			ZT8	hos1-3		22C			8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_22C_BGI_20141101_20141229/2_21R_03_rna-seq_20141101_hos1-3_22C_ZT8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_22R_03-hos1-3	Ath			ZT12	hos1-3		22C			12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_22C_BGI_20141101_20141229/2_22R_03_rna-seq_20141101_hos1-3_22C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101.0	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
